chr18	73267	73320	1	0.149023	13	5.6857e-08	0.00091569	0.66479	0.51576
chr18	73445	73562	7.9022e-06	0.185067	18	4.5963e-14	9.0208e-10	0.43711	0.25204
chr18	75691	76092	1.9437e-08	0.168134	25	4.2522e-14	2.2188e-12	0.81228	0.64414
chr18	158010	158230	1	0.134590	5	0.001999	0.00033922	0.28642	0.15183
chr18	165374	165483	3.242e-05	-0.254992	5	1.7772e-12	3.7009e-09	0.47478	0.72977
chr18	497719	497782	0.065311	-0.184178	5	8.7897e-09	7.4556e-06	0.37956	0.56374
chr18	519221	519290	0.080032	0.226702	5	4.9235e-08	9.1361e-06	0.4511	0.22439
chr18	580753	580802	0.070077	0.101895	7	2.64e-07	7.9997e-06	0.93694	0.83505
chr18	615433	615496	4.6194e-06	0.199503	5	1.4475e-12	5.2733e-10	0.77372	0.57422
chr18	615925	616049	1	-0.131659	5	0.0036222	0.012754	0.56627	0.69793
chr18	713015	713234	0.064096	-0.171049	18	9.6378e-13	7.3169e-06	0.28679	0.45784
chr18	903797	903878	1.8753e-07	0.153706	12	4.1744e-14	2.1408e-11	0.26971	0.11601
chr18	904560	904853	0.36188	0.119567	9	8.9555e-07	4.1311e-05	0.27556	0.15599
chr18	905086	905129	2.813e-08	0.142187	12	4.2411e-14	3.2112e-12	0.28032	0.13813
chr18	905243	905616	2.5856e-13	0.132374	36	4.9516e-14	2.9516e-17	0.28989	0.15752
chr18	908424	908495	0.2867	0.168267	6	3.7524e-07	3.2729e-05	0.3195	0.15123
chr18	908797	909218	3.7967e-11	0.152513	26	4.5741e-14	4.3341e-15	0.31609	0.16357
chr18	1098381	1098440	0.0058084	0.113432	7	1.902e-08	6.6306e-07	0.96852	0.85509
chr18	2849040	2849202	1	0.102990	7	0.009454	0.039948	0.62292	0.51993
chr18	3067492	3067673	0.00068442	-0.160144	12	3.9638e-12	7.813e-08	0.31201	0.47215
chr18	3220126	3220535	0.00020864	0.119560	12	9.7589e-14	2.3818e-08	0.89615	0.77659
chr18	3255795	3255943	2.6476e-08	0.237128	8	4.0412e-14	3.0224e-12	0.68655	0.44943
chr18	3277814	3277900	0.0043676	0.273456	6	4.2977e-13	4.9858e-07	0.67488	0.40142
chr18	3445099	3445178	1	0.113054	8	3.1474e-05	0.00091943	0.84988	0.73683
chr18	3457110	3457314	0.0026678	-0.198196	5	1.8332e-09	3.0454e-07	0.41448	0.61268
chr18	3495810	3495968	9.9411e-16	0.245925	13	4.0523e-14	1.1348e-19	0.81292	0.56699
chr18	3499761	3499874	0.0013544	0.261768	6	1.3386e-11	1.5461e-07	0.63622	0.37445
chr18	3712345	3712572	0.0010526	0.133897	7	9.8385e-11	1.2016e-07	0.93482	0.80092
chr18	3875777	3875919	1	0.112562	5	0.0010886	0.045848	0.80964	0.69708
chr18	4455901	4455994	1	0.101032	8	7.1413e-06	0.0008262	0.26626	0.16523
chr18	4456084	4456234	1	0.117500	5	0.0053203	0.0089216	0.55754	0.44005
chr18	4681885	4682386	0.27105	0.118566	16	5.3088e-09	3.0942e-05	0.77987	0.66131
chr18	4692095	4692253	1	0.105481	12	1.2332e-05	0.0011272	0.79779	0.69231
